gene_product	ala__L_c	arg__L_c	asn__L_c	asp__L_c	cys__L_c	gln__L_c	glu__L_c	gly_c	his__L_c	ile__L_c	leu__L_c	lys__L_c	met__L_c	phe__L_c	pro__L_c	ser__L_c	thr__L_c	trp__L_c	tyr__L_c	val__L_c
b3656	48	41	41	47	13	34	47	65	20	23	65	33	19	44	38	37	42	25	32	58
b3657	40	16	14	16	10	16	10	38	3	36	51	16	24	29	16	22	36	12	17	38
b3659	41	15	9	11	8	10	12	27	5	39	58	12	23	25	14	21	25	7	10	22
b3660	27	12	8	4	3	8	3	23	4	28	52	9	7	19	11	33	24	5	7	20
b3661	27	6	15	16	1	13	17	21	8	15	31	21	3	8	13	12	15	1	6	23
b3662	50	13	9	7	6	11	7	33	1	31	57	11	13	26	15	34	24	8	4	36
b3663	15	12	5	8	0	11	8	7	5	10	18	3	6	7	5	6	4	4	2	14
b3664	37	10	16	16	6	4	7	47	5	40	49	9	20	33	14	34	33	5	8	51
b3665	65	30	25	31	11	30	37	48	22	38	62	12	13	19	28	35	26	4	13	39
b3666	44	14	12	13	6	14	17	52	3	39	56	23	16	35	10	29	24	9	19	28
b3667	57	20	15	11	6	8	12	44	6	29	56	9	14	29	15	22	21	19	17	29
b3668	39	37	11	17	7	30	23	37	14	27	100	5	9	14	19	30	26	19	8	28
b3669	22	11	3	11	4	8	12	18	5	11	26	8	7	4	9	12	7	1	1	16
b3670	3	5	7	8	2	8	4	3	4	7	9	4	4	5	3	4	5	1	0	10
b3671	71	24	19	29	9	34	30	45	14	47	47	18	21	17	37	23	29	4	10	34
b3672	5	1	2	0	0	0	0	1	0	0	3	1	2	0	3	2	3	0	0	9
b3673	40	19	11	7	7	13	5	42	2	18	67	3	26	19	20	24	23	9	8	31
b3674	14	13	2	13	7	10	10	6	6	8	15	6	6	7	8	10	6	4	6	8
b3675	13	9	4	5	0	4	2	5	6	12	16	3	5	7	3	7	5	4	2	8
b3676	13	8	3	4	1	1	5	9	0	7	24	3	5	5	4	5	4	2	5	7
b3677	14	4	3	4	2	2	6	20	2	20	18	9	5	12	4	9	7	1	0	7
b3678	33	31	24	44	8	16	30	31	17	25	35	21	16	23	34	22	25	12	24	26
b3679	54	16	19	16	5	17	10	53	7	55	71	22	19	40	25	30	32	10	19	51
b3680	21	9	16	14	5	15	16	14	10	23	30	20	7	10	14	20	16	8	14	15
b3682	17	7	7	8	3	10	9	11	5	12	18	7	5	7	2	11	9	0	3	10
b3683	36	7	9	6	2	14	12	41	7	32	46	8	17	31	17	19	20	7	8	29
b3684	14	20	7	5	1	10	20	12	6	15	33	12	7	9	9	20	10	1	10	17
b3685	42	22	22	20	3	19	15	63	9	51	81	15	19	25	25	29	25	4	9	55
b3686	11	8	10	6	0	9	13	8	3	9	17	6	4	7	9	10	5	2	2	3
b3687	12	11	13	6	0	6	14	8	4	10	14	5	1	6	5	5	2	0	7	8
b3688	10	6	5	7	2	1	4	9	1	5	9	4	8	3	6	10	10	2	1	7
b3689	29	22	19	21	3	18	26	37	23	16	27	10	7	15	32	22	28	13	10	37
b3690	31	22	9	21	8	15	11	23	10	25	29	27	7	20	14	26	15	9	12	20
b3691	42	17	9	11	5	10	10	47	4	34	49	15	13	33	18	21	27	14	15	36
b3693	35	14	11	12	5	15	15	25	11	14	28	4	8	7	12	21	19	6	6	24
b3696	19	5	12	12	3	7	7	17	6	10	21	17	5	12	7	15	13	1	14	15
b3697	31	9	12	18	2	7	18	15	6	20	23	17	9	8	11	11	16	0	13	24
b3698	11	1	5	6	0	12	9	17	0	5	22	7	2	3	3	14	4	2	1	8
b3699	67	51	31	53	5	32	68	61	21	48	70	52	20	24	28	42	44	6	26	55
b3700	31	32	9	21	4	16	29	27	9	16	43	17	7	19	10	20	22	5	7	13
b3701	28	25	14	19	4	16	29	25	7	15	43	12	15	14	20	23	18	1	7	31
b3702	50	36	29	24	3	23	31	23	9	23	48	23	8	21	21	24	25	5	11	30
b3703	5	11	2	0	0	2	0	3	1	0	3	5	2	2	1	3	3	0	0	3
b3704	10	18	4	3	1	6	6	6	4	4	16	7	2	6	6	5	6	1	0	8
b3705	41	15	26	24	1	42	19	38	7	35	55	29	22	27	34	30	38	11	24	30
b3706	54	32	13	33	1	18	36	41	10	33	55	14	7	16	17	22	20	4	3	25
b3707	0	1	3	2	1	0	0	0	2	4	1	2	1	1	1	1	1	1	0	2
b3708	44	24	15	25	7	20	34	37	8	29	36	29	16	23	20	19	27	2	25	31
b3709	35	7	18	10	7	4	5	40	6	47	50	17	8	39	14	33	21	10	14	30
b3710	53	17	6	7	8	6	10	30	7	32	55	7	17	25	17	34	18	5	5	32
b3711	22	17	14	16	4	18	17	6	9	13	52	16	12	10	22	25	15	9	9	13
b3712	19	16	12	12	4	8	14	15	11	11	30	10	7	9	16	21	13	4	2	15
b3713	15	7	6	10	1	14	10	17	2	13	19	8	7	6	12	9	9	1	4	18
b3714	41	12	12	10	3	8	8	49	8	39	52	8	21	29	14	35	31	5	8	52
b3715	21	7	8	14	5	5	16	13	8	13	17	12	9	13	10	12	10	3	6	19
b3716	10	7	1	3	4	1	6	14	4	20	23	4	4	6	8	12	6	1	4	17
b3717	10	6	6	16	13	10	21	17	6	7	14	10	2	14	8	7	6	5	9	8
b3718	20	7	11	12	2	8	16	23	8	14	26	14	8	9	11	9	15	1	9	17
b3719	37	17	20	25	0	17	15	30	6	25	27	19	12	15	26	19	24	6	15	34
b3724	17	17	7	22	5	14	18	12	6	20	21	13	13	7	3	14	10	0	5	17
b3725	19	13	12	15	4	14	16	16	4	18	27	16	8	12	10	14	17	2	9	11
b3726	38	13	9	3	1	8	11	21	2	27	41	10	17	13	12	16	22	9	5	18
b3727	38	6	9	5	1	4	13	31	1	40	39	11	14	20	18	17	14	7	8	23
b3728	40	5	17	20	0	14	15	34	1	17	25	32	3	14	15	22	25	8	12	27
b3729	59	36	19	30	4	22	51	49	24	43	71	23	14	13	21	38	28	3	18	43
b3730	45	24	24	29	4	20	26	49	12	30	45	25	9	7	13	11	30	3	11	39
b3731	17	5	1	6	0	8	13	12	6	11	12	8	6	2	4	8	6	0	4	10
b3732	34	26	11	27	1	20	39	45	7	27	42	20	15	14	20	25	24	1	15	47
b3733	27	13	12	17	2	14	15	20	4	13	29	23	13	4	9	21	13	2	11	25
b3734	58	29	16	28	4	28	31	48	7	40	46	24	10	14	18	32	23	1	16	40
b3735	27	11	6	9	2	9	17	8	2	10	18	8	7	6	3	12	4	1	1	16
b3736	31	10	4	8	1	10	18	3	1	13	14	15	3	3	2	5	3	1	1	10
b3737	13	2	2	3	0	2	2	10	0	8	12	1	8	4	3	0	1	0	2	6
b3738	17	4	12	8	0	7	8	17	7	25	45	10	11	20	15	17	12	7	6	23
b3739	16	4	4	1	0	3	1	7	2	6	23	6	3	9	5	7	3	4	0	22
b3740	11	11	9	10	1	10	16	12	8	12	28	11	5	7	14	12	4	2	5	19
b3741	63	47	25	34	4	35	42	50	11	38	62	24	18	20	34	30	35	4	17	36
b3742	14	2	4	10	1	3	16	15	4	11	19	7	1	4	7	10	9	3	3	4
b3743	12	6	5	8	2	7	9	10	3	19	14	10	5	3	5	8	10	0	7	9
b3744	27	19	3	24	2	20	23	29	13	14	40	15	6	10	14	22	12	8	5	24
b3745	36	47	10	24	6	35	42	21	9	26	63	14	15	20	21	27	23	8	9	27
b3746	42	33	12	25	4	42	36	28	11	28	75	22	9	18	20	35	16	9	9	24
b3747	50	31	21	11	4	14	29	42	15	51	86	16	24	35	29	41	37	14	17	55
b3748	9	4	5	4	3	11	10	8	7	12	12	6	4	3	5	9	14	0	2	11
b3749	34	28	15	29	2	20	37	49	7	34	56	32	20	17	14	30	26	2	10	39
b3750	39	10	16	4	1	8	6	36	2	29	46	9	10	10	6	18	23	4	9	35
b3751	44	6	18	21	0	17	11	24	3	13	28	26	7	7	9	12	15	0	3	32
b3752	49	15	17	13	1	14	23	27	6	24	26	9	3	8	14	15	17	2	1	25
b3753	28	21	11	21	4	19	19	22	7	19	38	10	13	9	17	16	26	1	10	19
b3754	48	24	15	9	3	14	8	37	6	42	67	11	26	25	22	33	37	7	8	33
b3755	25	11	7	9	3	13	18	9	8	13	26	10	9	10	9	12	15	5	5	13
b3764	6	11	3	7	1	2	14	8	4	2	6	8	2	7	5	5	9	1	5	6
b3765	51	35	17	21	4	21	36	39	15	36	66	22	7	9	31	33	26	4	8	25
b3766	4	2	0	0	1	0	0	3	0	5	4	1	1	0	2	2	1	0	0	6
b3769	9	7	6	3	2	7	3	1	4	4	7	1	4	3	2	8	5	0	0	11
b3770	28	18	10	16	3	10	22	30	8	20	21	12	8	13	13	20	15	6	11	25
b3771	70	31	22	46	12	23	28	63	11	34	55	32	22	16	22	42	32	3	13	39
b3772	60	31	14	29	7	19	38	46	16	20	59	21	12	25	21	24	16	2	14	40
b3773	26	22	8	12	4	13	24	15	10	14	34	11	9	11	21	17	15	3	3	25
b3774	50	21	16	26	6	21	42	46	7	28	45	33	21	16	17	21	22	5	17	31
b3775	8	3	2	4	2	4	5	9	4	5	11	10	2	5	5	3	3	0	2	6
b3777	9	11	15	7	3	9	5	8	2	14	12	7	3	5	7	8	5	1	5	13
b3778	52	50	27	34	5	33	57	40	15	33	81	39	22	26	21	37	37	8	22	34
b3779	52	35	16	20	8	36	35	32	13	29	68	12	11	14	15	25	26	7	7	33
b3780	41	33	15	25	4	14	28	31	16	25	48	20	9	13	22	14	27	3	13	20
b3781	12	1	4	11	2	3	5	9	1	9	13	10	2	4	5	3	6	2	2	5
b3782	1	5	1	1	1	2	1	1	0	1	1	1	2	1	2	9	1	0	1	1
b3783	31	30	21	23	1	11	36	29	8	31	44	28	16	16	17	21	23	1	7	25
b3784	34	21	7	12	5	6	4	32	7	36	47	15	15	29	12	19	17	8	13	28
b3785	41	28	17	22	1	21	20	18	2	17	34	13	16	14	16	17	17	7	11	16
b3786	28	24	15	21	4	14	26	21	13	24	41	15	10	12	22	15	27	4	9	31
b3787	47	19	17	23	9	19	28	25	10	30	35	18	9	13	23	19	21	7	5	43
b3788	34	19	14	21	5	9	24	25	13	19	33	15	5	12	15	21	23	7	18	23
b3789	20	16	7	13	2	14	24	30	3	19	32	15	5	15	14	16	15	4	13	16
b3790	39	17	10	9	1	11	11	15	1	10	23	3	3	7	9	16	13	6	7	13
b3791	38	21	14	21	7	15	22	28	9	25	36	15	12	18	15	18	22	4	15	21
b3792	55	17	8	10	2	14	5	36	3	23	70	15	12	21	11	28	18	10	18	40
b3793	32	25	18	10	4	7	12	32	4	32	65	10	13	52	14	28	20	14	17	41
b3794	22	19	10	10	1	16	14	20	5	12	27	13	7	6	9	8	13	6	10	18
b3795	53	17	15	2	5	9	16	46	8	46	44	13	19	36	17	25	18	12	17	43
b3800	36	21	14	23	14	24	21	29	21	14	39	18	10	20	22	15	15	6	18	31
b3801	43	18	21	38	2	31	21	50	15	19	38	32	21	25	39	32	36	6	25	39
b3802	48	34	16	22	1	29	27	22	14	22	53	17	11	5	14	9	15	9	8	22
b3803	56	18	18	31	0	38	23	12	1	19	42	20	7	4	13	29	29	6	6	21
b3804	26	19	4	11	4	21	17	15	7	11	38	5	4	6	10	12	10	7	5	14
b3805	34	27	11	19	4	10	24	28	5	19	42	8	6	3	16	16	10	2	5	24
b3806	47	56	42	43	15	40	60	47	25	39	104	29	16	37	39	63	33	16	40	57
b3807	5	5	4	12	2	7	10	9	3	8	10	3	1	5	1	5	7	5	1	3
b3808	19	5	4	8	6	8	3	11	4	8	13	7	4	11	5	15	9	1	5	15
b3809	24	21	11	16	6	10	18	26	9	11	21	7	9	14	14	8	11	1	6	31
b3810	22	21	7	10	0	12	19	14	10	8	38	3	9	7	11	13	7	4	5	15
b3811	25	26	14	20	1	12	15	19	13	12	42	15	7	9	9	21	8	6	6	18
b3812	23	21	8	16	1	11	15	14	7	13	28	6	6	11	12	13	12	5	6	10
b3813	66	60	31	38	6	47	59	51	18	31	78	24	24	22	20	35	33	13	23	41
b3816	23	23	13	20	1	14	33	15	5	19	43	8	10	22	11	19	9	4	8	16
b3817	11	3	7	2	1	3	5	10	1	9	15	11	3	11	2	6	4	6	7	9
b3818	6	6	6	4	3	2	2	7	1	21	11	3	6	15	2	12	7	0	6	6
b3819	33	11	7	5	3	11	6	18	4	27	42	9	14	23	10	13	18	9	11	22
b3820	18	12	5	4	1	6	13	12	4	5	18	4	8	5	3	9	9	1	5	13
b3821	18	13	20	16	0	12	15	23	5	9	29	10	8	10	13	19	18	10	23	18
b3822	53	45	25	35	11	43	36	44	13	32	65	25	21	21	27	26	23	4	18	42
b3823	23	9	3	3	2	5	5	22	4	15	28	8	12	14	6	11	9	6	4	17
b3824	25	8	5	2	0	12	2	17	4	20	29	7	7	10	6	14	12	6	5	15
b3825	33	36	10	23	3	14	18	26	16	18	26	5	8	21	17	11	14	7	10	24
b3826	21	13	13	22	4	6	16	20	11	12	30	12	9	12	9	15	11	2	9	19
b3828	30	23	7	13	5	25	17	13	11	12	42	9	6	12	23	21	17	5	5	21
b3829	77	48	25	50	7	34	52	46	19	40	86	36	9	21	37	31	41	23	18	53
b3830	35	12	9	19	2	14	10	22	8	16	22	10	5	8	19	17	11	6	10	16
b3831	28	13	5	11	3	9	17	21	7	13	20	10	9	8	10	16	23	2	4	24
b3832	45	42	26	28	1	44	45	17	9	24	51	16	13	11	11	29	17	4	15	27
b3833	20	15	9	19	2	7	11	19	7	11	23	16	10	13	7	16	13	1	10	22
b3834	27	14	2	9	1	8	18	13	2	9	25	11	3	8	8	9	10	3	4	17
b3835	34	41	17	26	3	21	39	33	10	32	69	31	15	30	35	22	17	13	18	40
b3836	9	1	1	10	0	7	4	7	1	8	6	12	2	3	1	6	6	1	0	4
b3838	22	5	5	8	0	9	16	5	3	5	16	13	3	4	15	14	12	1	1	14
b3839	22	9	5	7	4	6	15	11	3	19	33	8	9	22	16	17	12	2	10	28
b3842	12	9	6	5	2	7	12	8	5	12	14	10	3	9	11	8	10	1	5	13
b3843	37	27	16	35	7	18	31	38	9	27	46	26	13	19	38	16	30	10	16	38
b3844	23	19	4	17	3	6	18	16	7	17	21	7	7	10	9	10	13	3	7	16
b3845	57	23	13	18	7	13	20	37	12	20	36	11	21	11	16	23	16	2	3	28
b3846	82	31	24	44	5	24	50	62	11	37	74	54	21	30	40	26	30	8	18	58
b3847	42	19	22	27	3	16	29	26	19	26	45	21	12	18	25	18	19	8	20	28
b3848	26	8	2	9	3	11	14	21	5	9	22	9	4	6	8	10	12	2	6	17
b3849	45	21	15	13	5	8	13	44	7	40	65	12	15	41	18	29	33	12	10	37
b3850	16	17	7	8	1	7	12	7	5	10	12	12	6	7	7	11	11	4	10	11
b3856	18	8	3	15	1	6	12	12	6	11	22	12	6	5	7	6	9	3	1	12
b3857	19	12	8	12	2	9	12	15	8	6	22	7	8	5	11	5	7	4	4	18
b3858	7	4	2	9	1	5	8	4	1	5	15	10	2	3	3	2	2	1	2	3
b3859	29	23	13	22	1	19	25	18	9	15	36	8	10	22	18	6	18	8	11	17
b3860	22	3	7	12	2	14	12	14	3	6	16	19	7	12	7	10	9	3	8	22
b3861	40	11	32	28	0	28	30	32	6	29	42	38	14	27	19	31	25	4	9	31
b3862	14	19	15	12	9	15	10	11	12	19	46	20	10	17	14	16	14	9	7	21
b3863	99	45	32	51	2	39	80	57	21	53	106	59	25	24	50	39	50	7	32	57
b3865	17	12	9	13	0	15	14	13	3	6	25	15	7	6	7	13	12	3	4	16
b3866	12	16	4	13	0	8	22	12	3	3	17	18	5	0	9	14	8	1	1	3
b3867	36	30	17	34	9	36	27	24	12	29	50	21	8	26	17	18	18	4	19	22
b3868	49	38	12	25	2	29	35	33	15	24	59	14	11	14	22	20	26	7	5	29
b3869	26	24	14	20	0	23	22	26	10	24	53	7	8	7	22	20	17	1	7	18
b3870	45	23	19	31	4	10	36	36	16	27	32	24	17	23	27	28	20	2	17	32
b3872	16	14	9	8	1	10	24	17	4	18	21	17	4	10	13	13	13	6	7	11
b3873	28	17	19	26	2	11	27	14	15	23	40	16	8	10	13	17	12	1	10	17
b3874	36	8	12	9	8	7	12	40	2	36	47	25	18	37	15	27	23	7	20	32
b3875	8	12	24	13	0	5	15	16	7	14	17	11	5	15	7	13	14	6	18	10
b3876	46	12	20	12	13	12	12	37	3	37	58	22	19	37	17	22	35	6	22	25
b3877	36	18	17	11	8	12	14	46	2	32	55	18	16	41	19	25	30	6	22	33
b3878	52	26	31	48	11	29	40	54	20	28	66	32	18	34	28	37	39	26	30	29
b3879	27	6	14	10	7	19	14	19	15	17	35	11	7	9	19	20	21	5	13	20
b3880	42	21	18	27	5	11	28	32	17	20	30	21	11	13	16	11	21	21	20	28
b3881	36	18	10	23	5	15	14	19	3	17	26	16	13	9	15	15	4	3	5	26
b3882	44	11	14	15	2	12	11	28	6	16	32	11	17	8	13	17	14	2	2	23
b3883	38	16	7	23	4	12	14	30	5	12	24	10	5	9	10	18	20	5	8	28
b3884	30	16	13	14	0	9	18	15	12	20	25	6	7	7	8	17	18	0	5	21
b3885	17	10	7	14	2	8	15	10	10	14	19	7	5	12	8	11	8	3	6	13
b3886	31	14	9	11	2	8	9	12	2	24	44	10	7	16	12	18	15	11	12	23
b3887	13	11	5	9	2	10	11	13	0	4	13	4	5	6	3	8	8	1	3	16
b3888	27	22	7	15	2	18	27	28	13	17	31	12	13	12	17	13	21	6	9	19
b3889	5	8	2	2	1	5	8	5	2	2	6	8	2	2	1	3	1	1	1	7
b3890	3	7	3	6	1	7	8	4	0	4	10	2	1	0	2	3	2	2	2	5
b3891	33	16	9	19	8	14	27	13	7	16	37	16	10	7	18	23	7	5	11	13
b3892	21	14	7	4	2	3	7	10	8	22	15	10	8	18	8	7	10	10	6	21
b3893	27	13	16	19	16	10	23	24	8	17	16	17	5	9	16	12	15	5	10	22
b3894	96	44	58	52	14	37	54	92	21	46	84	60	25	45	51	55	65	28	35	53
b3895	20	20	9	13	7	14	21	24	7	10	29	10	8	9	12	17	13	3	4	27
b3896	43	12	17	23	3	18	32	14	3	18	25	31	9	10	17	21	14	3	17	21
b3897	56	41	31	26	10	40	40	27	21	54	80	13	5	23	22	27	24	7	12	23
b3898	27	15	18	18	6	14	24	36	8	21	32	19	11	15	15	16	20	3	6	32
b3899	64	12	10	12	3	13	17	48	7	37	59	21	17	29	24	31	21	5	14	39
b3900	13	3	5	8	5	14	5	12	5	11	17	9	2	6	3	10	8	2	1	9
b3901	10	6	7	5	1	4	10	1	4	4	7	4	5	3	7	6	2	4	5	9
b3902	22	9	11	15	3	13	13	24	9	15	29	11	8	12	15	13	21	7	5	19
b3903	43	28	12	29	5	18	30	24	15	22	45	16	9	14	19	29	17	11	10	23
b3904	45	29	30	27	12	31	26	34	11	32	53	6	9	15	20	30	32	9	12	26
b3905	14	23	14	17	3	21	16	13	17	8	39	3	4	16	11	20	13	4	6	16
b3906	20	19	11	19	6	22	13	13	13	11	33	8	7	14	10	22	12	4	9	16
b3907	35	9	14	5	5	3	7	39	5	34	41	15	19	18	10	22	12	12	12	27
b3908	26	6	12	12	0	6	13	13	8	6	20	17	4	11	9	11	9	6	7	10
b3909	44	6	4	5	2	5	11	36	3	32	35	14	13	19	16	20	25	3	3	31
b3910	20	13	4	14	2	11	16	17	6	10	20	12	6	7	12	15	8	6	11	14
b3911	37	36	19	25	0	25	34	28	6	24	65	16	14	14	24	28	21	10	7	24
b3912	12	18	9	21	0	11	15	15	7	9	41	10	7	6	9	12	12	2	3	13
b3915	31	18	4	16	2	16	9	20	9	25	38	3	11	9	11	28	12	6	8	24
b3916	27	22	8	23	6	5	21	38	7	28	25	14	12	10	8	14	15	1	11	25
b3917	34	13	20	19	0	12	23	24	6	18	24	28	2	11	12	18	17	8	14	26
b3918	18	19	15	9	4	14	16	14	6	12	31	9	8	7	16	15	11	4	7	16
b3919	45	8	9	10	3	11	21	22	8	19	17	16	7	6	7	11	9	2	5	19
b3920	24	7	9	6	2	10	13	9	1	8	25	16	4	7	11	14	21	1	6	5
b3921	14	7	5	7	2	6	1	14	1	9	19	8	6	9	3	5	7	10	2	11
b3922	13	3	2	8	4	2	9	4	0	6	7	8	3	7	0	10	7	0	1	5
b3923	9	5	8	9	2	4	10	7	7	13	21	12	6	3	6	5	5	1	5	4
b3924	19	14	6	12	2	11	17	17	7	7	32	12	8	7	14	12	19	4	8	20
b3925	39	24	14	25	3	7	21	37	4	28	32	15	14	4	11	11	16	1	5	25
b3926	46	32	20	27	5	20	40	43	9	34	36	22	15	14	14	21	37	13	18	36
b3927	34	7	7	8	6	7	9	32	5	21	30	8	6	21	15	12	15	5	7	26
b3928	4	4	6	1	0	11	16	2	2	3	11	5	4	1	0	3	3	1	0	4
b3929	12	8	7	15	2	6	14	21	1	11	16	2	2	7	3	7	4	1	5	17
b3930	34	15	12	10	5	11	7	25	5	21	56	8	9	11	11	14	16	8	7	23
b3931	42	29	15	27	2	23	46	24	7	38	40	30	14	10	17	22	21	3	5	28
b3932	24	10	8	10	1	4	13	15	5	12	18	10	4	5	2	5	12	1	4	13
b3933	35	28	9	7	2	45	23	16	4	7	19	19	6	5	25	19	24	5	4	17
b3934	31	21	11	20	8	22	20	22	7	24	35	15	14	11	21	14	17	0	8	20
b3935	77	54	20	32	11	48	37	47	31	31	93	26	8	21	44	34	34	15	15	54
b3936	2	5	4	5	4	1	2	6	3	4	2	8	2	4	3	5	4	0	1	5
b3937	13	9	4	7	1	18	11	11	3	8	18	18	3	8	11	16	9	6	9	19
b3938	8	7	4	5	1	3	14	4	3	7	9	8	3	2	6	6	6	2	3	4
b3939	43	23	15	21	5	14	21	35	11	14	50	13	6	12	17	22	21	2	10	31
b3940	83	57	22	57	9	48	44	63	20	34	102	20	10	28	28	61	29	12	17	66
b3941	29	20	12	23	3	9	16	17	7	19	24	15	9	16	14	20	14	3	7	19
b3942	77	41	28	55	1	24	44	65	13	28	63	35	13	36	40	44	39	22	15	43
b3943	39	13	3	4	3	9	5	21	1	19	50	11	9	16	11	26	11	13	8	29
b3944	17	13	9	15	1	11	6	13	7	9	18	11	3	7	12	14	10	4	7	18
b3945	57	12	10	16	7	13	29	35	9	22	37	13	7	10	16	12	22	3	10	27
b3946	32	9	5	9	2	10	17	15	3	16	24	10	6	5	10	10	15	2	4	16
b3947	94	51	31	42	17	44	63	50	22	53	103	25	18	27	31	61	36	9	15	41
b3949	44	7	10	10	7	8	11	45	4	31	37	14	17	12	16	15	14	4	8	45
b3950	19	3	2	5	1	2	10	6	2	10	5	9	4	2	1	6	8	1	1	9
b3951	64	47	35	38	10	44	55	51	18	45	90	29	15	34	29	45	43	6	27	40
b3952	23	25	9	16	10	11	19	21	4	16	33	12	9	11	15	17	13	3	3	22
b3953	15	9	1	4	4	5	11	5	3	6	14	3	3	2	2	5	6	1	4	10
b3954	22	18	10	11	3	23	15	18	8	10	32	10	3	15	14	21	15	3	15	17
b3955	38	23	38	27	1	29	27	25	12	28	65	30	12	28	35	33	43	13	38	32
b3956	80	58	36	41	8	41	76	56	13	43	118	42	24	18	45	51	41	19	23	50
b3957	32	18	16	23	8	12	24	29	17	25	44	14	7	14	28	13	27	4	10	18
b3958	40	8	14	15	7	19	15	26	12	18	38	12	3	14	18	16	17	2	12	28
b3959	30	9	11	15	1	11	13	27	5	18	37	13	8	3	10	11	12	2	2	20
b3960	54	26	11	33	7	33	30	32	9	14	59	21	10	14	13	25	18	7	8	33
b3961	27	22	3	16	6	13	25	18	12	13	44	12	13	9	19	12	13	1	7	20
b3962	40	26	21	25	8	20	28	43	21	36	36	17	12	15	15	26	24	2	21	30
b3963	28	25	5	8	0	12	22	13	3	12	21	7	9	13	4	19	10	2	6	15
b3964	12	6	5	2	2	4	3	8	1	8	16	3	4	8	6	8	5	1	4	13
b3965	33	23	19	21	5	22	27	12	11	21	39	16	13	14	15	18	19	3	13	22
b3967	36	16	6	12	5	7	23	17	6	11	37	10	6	10	19	11	17	2	7	27
b3972	30	14	17	15	6	22	23	28	11	18	31	16	4	11	17	14	16	7	10	32
b3974	18	19	14	19	0	12	21	13	9	20	39	18	7	13	16	21	17	5	12	23
b3980	27	23	7	24	3	8	37	40	11	29	28	23	11	14	20	11	30	1	10	37
b3981	18	9	2	2	0	2	5	10	1	9	19	4	4	3	2	4	11	3	2	17
b3982	9	15	5	10	0	6	17	14	3	6	9	11	8	11	11	12	5	2	3	24
b3983	20	4	4	6	1	7	6	12	0	9	7	15	6	4	9	8	9	0	2	13
b3984	33	11	12	14	0	9	11	20	2	11	17	23	7	4	7	8	13	0	3	29
b3985	33	12	3	6	1	3	15	9	1	5	15	12	6	6	5	6	9	0	3	15
b3986	28	1	1	6	0	1	16	8	0	6	8	13	4	2	2	6	3	0	0	16
b3987	79	90	51	92	7	58	122	106	19	84	127	80	37	44	56	74	60	4	43	109
b3988	124	99	48	81	15	50	109	115	21	92	139	87	36	35	57	71	77	9	34	108
b3989	12	11	5	8	2	9	13	8	11	6	15	17	2	11	9	10	7	2	11	10
b3990	35	34	10	24	5	23	24	21	10	14	44	12	10	14	16	25	17	9	14	16
b3991	42	11	6	11	3	10	15	19	6	13	31	8	7	8	14	13	15	2	2	20
b3992	24	16	9	20	7	19	9	23	1	11	35	5	5	4	12	12	15	3	3	18
b3993	31	17	3	15	0	12	10	15	5	14	22	3	3	4	11	8	9	3	7	19
b3994	58	44	20	30	9	27	55	49	22	45	45	23	21	22	32	30	39	9	20	31
b3995	13	9	8	12	1	8	11	7	6	8	25	9	3	4	3	8	3	2	8	10
b3996	18	19	4	14	6	15	22	18	9	13	24	8	8	6	14	10	8	8	12	21
b3997	35	22	8	22	4	13	21	32	9	13	38	15	14	12	20	11	20	5	14	26
b3998	26	17	2	12	3	7	13	15	4	8	25	10	6	8	17	14	7	5	6	18
b3999	15	11	5	12	5	11	25	9	4	14	21	6	7	8	5	10	9	4	5	10
b4000	15	3	4	3	0	4	7	6	1	5	7	11	1	3	2	4	7	0	0	7
b4001	16	22	11	17	3	16	11	13	4	10	22	5	4	9	9	23	11	7	4	14
b4002	20	6	7	4	1	10	6	17	5	5	10	7	12	2	4	9	5	3	4	4
b4003	50	28	15	21	1	30	25	34	13	25	57	21	12	13	18	28	23	6	8	37
b4004	51	30	14	24	3	19	36	27	11	29	56	17	9	11	16	23	23	2	7	33
b4005	54	17	12	28	6	12	33	45	11	22	33	23	13	15	20	9	26	5	8	37
b4006	70	30	19	34	7	20	36	42	11	35	33	28	16	21	17	29	23	2	13	43
b4011	12	9	4	5	0	9	8	4	5	7	15	6	6	5	2	11	3	1	2	13
b4012	11	10	5	9	2	4	14	11	4	4	16	4	4	6	7	8	5	2	4	17
b4013	21	17	19	22	2	14	20	11	11	16	36	9	4	17	21	14	18	5	14	18
b4014	52	31	25	34	5	25	38	32	12	36	50	26	14	23	24	21	33	11	15	26
b4015	56	16	12	23	5	29	27	35	8	20	33	21	10	19	17	25	27	8	17	26
b4016	43	51	15	30	8	28	48	29	21	33	61	16	15	36	30	21	25	9	25	34
b4017	53	25	56	36	9	30	40	27	24	49	86	56	25	34	27	48	41	2	25	35
b4018	33	16	5	9	3	15	17	22	13	15	30	11	10	8	11	17	17	2	3	17
b4019	136	72	56	77	13	42	105	87	21	77	96	58	30	45	50	51	65	14	40	92
b4020	60	36	15	23	5	17	29	33	11	33	93	17	18	21	15	38	25	3	9	42
b4021	24	10	10	7	2	8	15	22	6	15	27	7	2	8	16	7	18	4	3	18
b4022	12	23	14	17	3	6	22	25	4	21	23	31	5	10	14	16	14	1	4	25
b4023	9	11	3	4	0	4	9	2	1	4	7	11	3	1	3	6	7	1	2	2
b4024	50	29	18	22	5	9	35	30	8	24	63	11	8	18	15	30	30	2	4	38
