gene_product	metabolite	aa_count
b0691	gln__L_c	12
b0691	glu__L_c	17
b0691	asn__L_c	9
b0691	his__L_c	2
b0691	val__L_c	14
b0691	ile__L_c	8
b0691	cys__L_c	1
b0691	tyr__L_c	8
b0691	phe__L_c	9
b0691	asp__L_c	13
b0691	arg__L_c	10
b0691	trp__L_c	9
b0691	gly_c	15
b0691	leu__L_c	24
b0691	met__L_c	5
b0691	thr__L_c	16
b0691	ala__L_c	16
b1383	lys__L_c	11
b1383	ser__L_c	4
b1383	pro__L_c	1
b1383	gln__L_c	6
b1383	glu__L_c	6
b1383	asn__L_c	5
b1383	his__L_c	0
b1383	val__L_c	11
b1383	ile__L_c	3
b1383	cys__L_c	1
b1383	tyr__L_c	4
b1383	phe__L_c	3
b1383	asp__L_c	5
b1383	arg__L_c	5
b1383	trp__L_c	1
b1383	gly_c	8
b1383	leu__L_c	13
b1383	met__L_c	2
b1383	thr__L_c	6
b1383	ala__L_c	13
b0075	lys__L_c	0
b0075	ser__L_c	3
b0075	pro__L_c	0
b0075	gln__L_c	1
b0075	glu__L_c	0
b0075	asn__L_c	1
b0075	his__L_c	2
b0075	val__L_c	2
b0075	ile__L_c	3
b0075	cys__L_c	0
b0075	tyr__L_c	0
b0075	phe__L_c	1
b0075	asp__L_c	0
b0075	arg__L_c	4
b0075	trp__L_c	0
b0075	gly_c	3
b0075	leu__L_c	5
b0075	met__L_c	1
b0075	thr__L_c	1
b0075	ala__L_c	1
b0549	lys__L_c	5
b0549	ser__L_c	2
b0549	pro__L_c	4
b0549	gln__L_c	2
b0549	glu__L_c	6
b0549	asn__L_c	2
b0549	his__L_c	3
b0549	val__L_c	6
b0549	ile__L_c	7
b0549	cys__L_c	6
b0549	tyr__L_c	1
b0549	phe__L_c	1
b0549	asp__L_c	5
b0549	arg__L_c	8
b0549	trp__L_c	1
b0549	gly_c	9
b0549	leu__L_c	7
b0549	met__L_c	2
b0549	thr__L_c	7
b0549	ala__L_c	12
b3441	lys__L_c	8
b3441	ser__L_c	5
b3441	pro__L_c	6
b3441	gln__L_c	7
b3441	glu__L_c	11
b3441	asn__L_c	5
b3441	his__L_c	6
b3441	val__L_c	16
b3441	ile__L_c	12
b3441	cys__L_c	4
b3441	tyr__L_c	8
b3441	phe__L_c	3
b3441	asp__L_c	12
b3441	arg__L_c	15
b3441	trp__L_c	3
b3441	gly_c	9
b3441	leu__L_c	8
b3441	met__L_c	6
b3441	thr__L_c	5
b3441	ala__L_c	13
b4325	lys__L_c	15
b4325	ser__L_c	16
b4325	pro__L_c	18
b4325	gln__L_c	6
b4325	glu__L_c	18
b4325	asn__L_c	17
b4325	his__L_c	7
b4325	val__L_c	10
b4325	ile__L_c	24
b4325	cys__L_c	3
b4325	tyr__L_c	13
b4325	phe__L_c	7
b4325	asp__L_c	13
b4325	arg__L_c	11
b4325	trp__L_c	3
b4325	gly_c	22
b4325	leu__L_c	25
b4325	met__L_c	8
b4325	thr__L_c	20
b4325	ala__L_c	20
b2684	lys__L_c	8
b2684	ser__L_c	15
b2684	pro__L_c	5
b2684	gln__L_c	13
b2684	glu__L_c	19
b2684	asn__L_c	7
b2684	his__L_c	7
b2684	val__L_c	3
b2684	ile__L_c	8
b2684	cys__L_c	4
b2684	tyr__L_c	1
b2684	phe__L_c	5
b2684	asp__L_c	8
b2684	arg__L_c	14
b2684	trp__L_c	2
b2684	gly_c	5
b2684	leu__L_c	26
b2684	met__L_c	8
b2684	thr__L_c	10
b2684	ala__L_c	8
b3263	lys__L_c	3
b3263	ser__L_c	1
b3263	pro__L_c	1
b3263	gln__L_c	2
b3263	glu__L_c	3
b3263	asn__L_c	5
b3263	his__L_c	0
b3263	val__L_c	6
b3263	ile__L_c	2
b3263	cys__L_c	2
b3263	tyr__L_c	1
b3263	phe__L_c	5
b3263	asp__L_c	4
b3263	arg__L_c	3
b3263	trp__L_c	3
b3263	gly_c	0
b3263	leu__L_c	9
b3263	met__L_c	4
b3263	thr__L_c	3
b3263	ala__L_c	2
b0617	lys__L_c	3
b0617	ser__L_c	4
b0617	pro__L_c	4
b0617	gln__L_c	6
b0617	glu__L_c	4
b0617	asn__L_c	4
b0617	his__L_c	0
b0617	val__L_c	7
b0617	ile__L_c	9
b0617	cys__L_c	2
b0617	tyr__L_c	1
b0617	phe__L_c	1
b0617	asp__L_c	10
b0617	arg__L_c	7
b0617	trp__L_c	1
b0617	gly_c	6
b0617	leu__L_c	12
b0617	met__L_c	2
b0617	thr__L_c	4
b0617	ala__L_c	11
b3892	lys__L_c	10
b3892	ser__L_c	7
b3892	pro__L_c	8
b3892	gln__L_c	3
b3892	glu__L_c	7
b3892	asn__L_c	7
b3892	his__L_c	8
b3892	val__L_c	21
b3892	ile__L_c	22
b3892	cys__L_c	2
b3892	tyr__L_c	6
b3892	phe__L_c	18
b3892	asp__L_c	4
b3892	arg__L_c	14
b3892	trp__L_c	10
b3892	gly_c	10
b3892	leu__L_c	15
b3892	met__L_c	8
b3892	thr__L_c	10
b3892	ala__L_c	21
b4106	lys__L_c	8
b4106	ser__L_c	17
b4106	pro__L_c	4
b4106	gln__L_c	20
b4106	glu__L_c	12
b4106	asn__L_c	10
b4106	his__L_c	12
b4106	val__L_c	21
b4106	ile__L_c	16
b4106	cys__L_c	2
b4106	tyr__L_c	5
b4106	phe__L_c	10
b4106	asp__L_c	12
b4106	arg__L_c	23
b4106	trp__L_c	2
b4106	gly_c	19
b4106	leu__L_c	28
b4106	met__L_c	5
b4106	thr__L_c	14
b4106	ala__L_c	22
bdm	lys__L_c	1
bdm	ser__L_c	4
bdm	pro__L_c	2
bdm	gln__L_c	6
bdm	glu__L_c	6
bdm	asn__L_c	4
bdm	his__L_c	2
bdm	val__L_c	6
bdm	ile__L_c	5
bdm	cys__L_c	0
bdm	tyr__L_c	4
bdm	phe__L_c	1
bdm	asp__L_c	5
bdm	arg__L_c	1
bdm	trp__L_c	1
bdm	gly_c	3
bdm	leu__L_c	6
bdm	met__L_c	2
bdm	thr__L_c	6
bdm	ala__L_c	6
b2537	lys__L_c	12
b2537	ser__L_c	13
b2537	pro__L_c	18
b2537	gln__L_c	16
b2537	glu__L_c	20
b2537	asn__L_c	13
b2537	his__L_c	5
b2537	val__L_c	31
b2537	ile__L_c	17
b2537	cys__L_c	2
b2537	tyr__L_c	5
b2537	phe__L_c	11
b2537	asp__L_c	12
b2537	arg__L_c	17
b2537	trp__L_c	2
b2537	gly_c	14
b2537	leu__L_c	38
b2537	met__L_c	8
b2537	thr__L_c	14
b2537	ala__L_c	28
b4098	lys__L_c	10
b4098	ser__L_c	10
b4098	pro__L_c	20
b4098	gln__L_c	14
b4098	glu__L_c	18
b4098	asn__L_c	9
b4098	his__L_c	5
b4098	val__L_c	21
b4098	ile__L_c	19
b4098	cys__L_c	4
b4098	tyr__L_c	12
b4098	phe__L_c	13
b4098	asp__L_c	21
b4098	arg__L_c	19
b4098	trp__L_c	2
b4098	gly_c	18
b4098	leu__L_c	14
b4098	met__L_c	11
b4098	thr__L_c	22
b4098	ala__L_c	19
b1062	lys__L_c	9
b1062	ser__L_c	15
b1062	pro__L_c	21
b1062	gln__L_c	11
b1062	glu__L_c	23
b1062	asn__L_c	14
b1062	his__L_c	14
b1062	val__L_c	29
b1062	ile__L_c	16
b1062	cys__L_c	6
b1062	tyr__L_c	9
b1062	phe__L_c	16
b1062	asp__L_c	19
b1062	arg__L_c	23
b1062	trp__L_c	2
b1062	gly_c	19
b1062	leu__L_c	33
b1062	met__L_c	11
b1062	thr__L_c	25
b1062	ala__L_c	33
b0162	lys__L_c	9
b0162	ser__L_c	15
b0162	pro__L_c	11
b0162	gln__L_c	19
b0162	glu__L_c	28
b0162	asn__L_c	19
b0162	his__L_c	8
b0162	val__L_c	27
b0162	ile__L_c	19
b0162	cys__L_c	2
b0162	tyr__L_c	8
b0162	phe__L_c	7
b0162	asp__L_c	22
b0162	arg__L_c	38
b0162	trp__L_c	5
b0162	gly_c	27
b0162	leu__L_c	56
b0162	met__L_c	16
b0162	thr__L_c	20
b0162	ala__L_c	29
b1102	lys__L_c	25
b1102	ser__L_c	58
b1102	pro__L_c	28
b1102	gln__L_c	34
b1102	glu__L_c	32
b1102	asn__L_c	52
b1102	his__L_c	6
b1102	val__L_c	42
b1102	ile__L_c	27
b1102	cys__L_c	1
b1102	tyr__L_c	41
b1102	phe__L_c	32
b1102	asp__L_c	52
b1102	arg__L_c	34
b1102	trp__L_c	15
b1102	gly_c	60
b1102	leu__L_c	50
b1102	met__L_c	19
b1102	thr__L_c	67
b1102	ala__L_c	54
b1233	lys__L_c	8
b1233	ser__L_c	9
b1233	pro__L_c	8
b1233	gln__L_c	6
b1233	glu__L_c	9
b1233	asn__L_c	3
b1233	his__L_c	5
b1233	val__L_c	7
b1233	ile__L_c	5
b1233	cys__L_c	11
b1233	tyr__L_c	6
b1233	phe__L_c	9
b1233	asp__L_c	7
b1233	arg__L_c	8
b1233	trp__L_c	4
b1233	gly_c	15
b1233	leu__L_c	9
b1233	met__L_c	4
b1233	thr__L_c	6
b1233	ala__L_c	13
b1843	lys__L_c	3
b1843	ser__L_c	16
b1843	pro__L_c	13
b1843	gln__L_c	14
b1843	glu__L_c	7
b1843	asn__L_c	3
b1843	his__L_c	5
b1843	val__L_c	11
b1843	ile__L_c	10
b1843	cys__L_c	6
b1843	tyr__L_c	7
b1843	phe__L_c	8
b1843	asp__L_c	11
b1843	arg__L_c	20
b1843	trp__L_c	5
b1843	gly_c	15
b1843	leu__L_c	26
b1843	met__L_c	5
b1843	thr__L_c	11
b1843	ala__L_c	22
b1623	lys__L_c	8
b1623	ser__L_c	15
b1623	pro__L_c	12
b1623	gln__L_c	17
b1623	glu__L_c	27
b1623	asn__L_c	8
b1623	his__L_c	14
b1623	val__L_c	20
b1623	ile__L_c	26
b1623	cys__L_c	4
b1623	tyr__L_c	4
b1623	phe__L_c	12
b1623	asp__L_c	17
b1623	arg__L_c	21
b1623	trp__L_c	3
b1623	gly_c	26
b1623	leu__L_c	35
b1623	met__L_c	6
b1623	thr__L_c	16
b1623	ala__L_c	42
b2499	lys__L_c	18
b2499	ser__L_c	20
b2499	pro__L_c	14
b2499	gln__L_c	8
b2499	glu__L_c	22
b2499	asn__L_c	11
b2499	his__L_c	8
b2499	val__L_c	35
b2499	ile__L_c	21
b2499	cys__L_c	7
b2499	tyr__L_c	9
b2499	phe__L_c	7
b2499	asp__L_c	25
b2499	arg__L_c	11
b2499	trp__L_c	5
b2499	gly_c	39
b2499	leu__L_c	33
b2499	met__L_c	8
b2499	thr__L_c	16
b2499	ala__L_c	28
b0838	lys__L_c	8
b0838	ser__L_c	8
b0838	pro__L_c	11
b0838	gln__L_c	8
b0838	glu__L_c	15
b0838	asn__L_c	12
b0838	his__L_c	2
b0838	val__L_c	12
b0838	ile__L_c	12
b0838	cys__L_c	2
b0838	tyr__L_c	5
b0838	phe__L_c	7
b0838	asp__L_c	13
b0838	arg__L_c	14
b0838	trp__L_c	8
b0838	gly_c	11
b0838	leu__L_c	26
b0838	met__L_c	5
b0838	thr__L_c	8
b0838	ala__L_c	21
b3117	lys__L_c	18
b3117	ser__L_c	23
b3117	pro__L_c	10
b3117	gln__L_c	9
b3117	glu__L_c	18
b3117	asn__L_c	14
b3117	his__L_c	6
b3117	val__L_c	29
b3117	ile__L_c	34
b3117	cys__L_c	6
b3117	tyr__L_c	8
b3117	phe__L_c	9
b3117	asp__L_c	21
b3117	arg__L_c	16
b3117	trp__L_c	0
b3117	gly_c	33
b3117	leu__L_c	21
b3117	met__L_c	9
b3117	thr__L_c	17
b3117	ala__L_c	28
b1581	lys__L_c	19
b1581	ser__L_c	15
b1581	pro__L_c	21
b1581	gln__L_c	15
b1581	glu__L_c	27
b1581	asn__L_c	11
b1581	his__L_c	15
b1581	val__L_c	20
b1581	ile__L_c	22
b1581	cys__L_c	7
b1581	tyr__L_c	18
b1581	phe__L_c	19
b1581	asp__L_c	24
b1581	arg__L_c	20
b1581	trp__L_c	11
b1581	gly_c	34
b1581	leu__L_c	34
b1581	met__L_c	16
b1581	thr__L_c	24
b1581	ala__L_c	32
b2271	lys__L_c	11
b2271	ser__L_c	24
b2271	pro__L_c	23
b2271	gln__L_c	16
b2271	glu__L_c	11
b2271	asn__L_c	14
b2271	his__L_c	8
b2271	val__L_c	23
b2271	ile__L_c	24
b2271	cys__L_c	0
b2271	tyr__L_c	20
b2271	phe__L_c	12
b2271	asp__L_c	22
b2271	arg__L_c	13
b2271	trp__L_c	3
b2271	gly_c	19
b2271	leu__L_c	27
b2271	met__L_c	9
b2271	thr__L_c	14
b2271	ala__L_c	30
b3018	lys__L_c	14
b3018	ser__L_c	12
b3018	pro__L_c	13
b3018	gln__L_c	6
b3018	glu__L_c	11
b3018	asn__L_c	14
b3018	his__L_c	8
b3018	val__L_c	20
b3018	ile__L_c	22
b3018	cys__L_c	5
b3018	tyr__L_c	8
b3018	phe__L_c	12
b3018	asp__L_c	6
b3018	arg__L_c	15
b3018	trp__L_c	3
b3018	gly_c	17
b3018	leu__L_c	21
b3018	met__L_c	6
b3018	thr__L_c	13
b3018	ala__L_c	19
b3023	lys__L_c	4
b3023	ser__L_c	10
b3023	pro__L_c	12
b3023	gln__L_c	3
b3023	glu__L_c	10
b3023	asn__L_c	7
b3023	his__L_c	5
b3023	val__L_c	13
b3023	ile__L_c	10
b3023	cys__L_c	2
b3023	tyr__L_c	5
b3023	phe__L_c	6
b3023	asp__L_c	9
b3023	arg__L_c	9
b3023	trp__L_c	4
b3023	gly_c	11
b3023	leu__L_c	13
b3023	met__L_c	4
b3023	thr__L_c	11
b3023	ala__L_c	12
b0022	lys__L_c	4
b0022	ser__L_c	10
b0022	pro__L_c	2
b0022	gln__L_c	5
b0022	glu__L_c	0
b0022	asn__L_c	4
b0022	his__L_c	4
b0022	val__L_c	5
b0022	ile__L_c	5
b0022	cys__L_c	5
b0022	tyr__L_c	2
b0022	phe__L_c	1
b0022	asp__L_c	2
b0022	arg__L_c	8
b0022	trp__L_c	1
b0022	gly_c	9
b0022	leu__L_c	5
b0022	met__L_c	4
b0022	thr__L_c	8
b0022	ala__L_c	7
b1509	lys__L_c	18
b1509	ser__L_c	37
b1509	pro__L_c	13
b1509	gln__L_c	22
b1509	glu__L_c	19
b1509	asn__L_c	43
b1509	his__L_c	10
b1509	val__L_c	35
b1509	ile__L_c	11
b1509	cys__L_c	0
b1509	tyr__L_c	23
b1509	phe__L_c	7
b1509	asp__L_c	30
b1509	arg__L_c	22
b1509	trp__L_c	13
b1509	gly_c	62
b1509	leu__L_c	26
b1509	met__L_c	9
b1509	thr__L_c	34
b1509	ala__L_c	32
b0135	lys__L_c	19
b0135	ser__L_c	36
b0135	pro__L_c	20
b0135	gln__L_c	16
b0135	glu__L_c	10
b0135	asn__L_c	32
b0135	his__L_c	5
b0135	val__L_c	27
b0135	ile__L_c	24
b0135	cys__L_c	6
b0135	tyr__L_c	26
b0135	phe__L_c	19
b0135	asp__L_c	21
b0135	arg__L_c	7
b0135	trp__L_c	3
b0135	gly_c	38
b0135	leu__L_c	29
b0135	met__L_c	7
b0135	thr__L_c	48
b0135	ala__L_c	19
b3816	lys__L_c	8
b3816	ser__L_c	19
b3816	pro__L_c	11
b3816	gln__L_c	14
b3816	glu__L_c	33
b3816	asn__L_c	13
b3816	his__L_c	5
b3816	val__L_c	16
b3816	ile__L_c	19
b3816	cys__L_c	1
b3816	tyr__L_c	8
b3816	phe__L_c	22
b3816	asp__L_c	20
b3816	arg__L_c	23
b3816	trp__L_c	4
b3816	gly_c	15
b3816	leu__L_c	43
b3816	met__L_c	10
b3816	thr__L_c	9
b3816	ala__L_c	23
b3260	lys__L_c	13
b3260	ser__L_c	13
b3260	pro__L_c	17
b3260	gln__L_c	14
b3260	glu__L_c	23
b3260	asn__L_c	12
b3260	his__L_c	8
b3260	val__L_c	20
b3260	ile__L_c	24
b3260	cys__L_c	6
b3260	tyr__L_c	10
b3260	phe__L_c	8
b3260	asp__L_c	18
b3260	arg__L_c	25
b3260	trp__L_c	4
b3260	gly_c	20
b3260	leu__L_c	27
b3260	met__L_c	9
b3260	thr__L_c	13
b3260	ala__L_c	37
b1706	lys__L_c	8
b1706	ser__L_c	37
b1706	pro__L_c	20
b1706	gln__L_c	22
b1706	glu__L_c	29
b1706	asn__L_c	16
b1706	his__L_c	16
b1706	val__L_c	22
b1706	ile__L_c	11
b1706	cys__L_c	2
b1706	tyr__L_c	17
b1706	phe__L_c	21
b1706	asp__L_c	33
b1706	arg__L_c	39
b1706	trp__L_c	12
b1706	gly_c	32
b1706	leu__L_c	58
b1706	met__L_c	15
b1706	thr__L_c	26
b1706	ala__L_c	42
b1660	lys__L_c	8
b1660	ser__L_c	30
b1660	pro__L_c	20
b1660	gln__L_c	18
b1660	glu__L_c	7
b1660	asn__L_c	9
b1660	his__L_c	6
b1660	val__L_c	35
b1660	ile__L_c	24
b1660	cys__L_c	7
b1660	tyr__L_c	11
b1660	phe__L_c	22
b1660	asp__L_c	6
b1660	arg__L_c	12
b1660	trp__L_c	12
b1660	gly_c	28
b1660	leu__L_c	63
b1660	met__L_c	9
b1660	thr__L_c	22
b1660	ala__L_c	54
b4060	lys__L_c	0
b4060	ser__L_c	7
b4060	pro__L_c	3
b4060	gln__L_c	3
b4060	glu__L_c	3
b4060	asn__L_c	3
b4060	his__L_c	1
b4060	val__L_c	8
b4060	ile__L_c	8
b4060	cys__L_c	1
b4060	tyr__L_c	1
b4060	phe__L_c	3
b4060	asp__L_c	2
b4060	arg__L_c	4
b4060	trp__L_c	4
b4060	gly_c	6
b4060	leu__L_c	12
b4060	met__L_c	8
b4060	thr__L_c	8
b4060	ala__L_c	8
b0226	lys__L_c	7
b0226	ser__L_c	3
b0226	pro__L_c	2
b0226	gln__L_c	3
b0226	glu__L_c	4
b0226	asn__L_c	4
b0226	his__L_c	1
b0226	val__L_c	5
b0226	ile__L_c	7
b0226	cys__L_c	0
b0226	tyr__L_c	0
b0226	phe__L_c	3
b0226	asp__L_c	10
b0226	arg__L_c	5
b0226	trp__L_c	0
b0226	gly_c	4
b0226	leu__L_c	10
b0226	met__L_c	2
b0226	thr__L_c	4
b0226	ala__L_c	12
b3167	lys__L_c	10
b3167	ser__L_c	8
b3167	pro__L_c	4
b3167	gln__L_c	5
b3167	glu__L_c	12
b3167	asn__L_c	4
b3167	his__L_c	1
b3167	val__L_c	12
b3167	ile__L_c	6
b3167	cys__L_c	0
b3167	tyr__L_c	3
b3167	phe__L_c	5
b3167	asp__L_c	10
b3167	arg__L_c	11
b3167	trp__L_c	0
b3167	gly_c	7
b3167	leu__L_c	12
b3167	met__L_c	8
b3167	thr__L_c	5
b3167	ala__L_c	10
b1821	lys__L_c	5
b1821	ser__L_c	7
b1821	pro__L_c	3
b1821	gln__L_c	2
b1821	glu__L_c	8
b1821	asn__L_c	3
b1821	his__L_c	5
b1821	val__L_c	11
b1821	ile__L_c	20
b1821	cys__L_c	1
b1821	tyr__L_c	0
b1821	phe__L_c	12
b1821	asp__L_c	5
b1821	arg__L_c	8
b1821	trp__L_c	5
b1821	gly_c	25
b1821	leu__L_c	24
b1821	met__L_c	10
b1821	thr__L_c	13
b1821	ala__L_c	21
b2987	lys__L_c	20
b2987	ser__L_c	32
b2987	pro__L_c	20
b2987	gln__L_c	14
b2987	glu__L_c	13
b2987	asn__L_c	15
b2987	his__L_c	11
b2987	val__L_c	38
b2987	ile__L_c	39
b2987	cys__L_c	2
b2987	tyr__L_c	12
b2987	phe__L_c	21
b2987	asp__L_c	14
b2987	arg__L_c	21
b2987	trp__L_c	8
b2987	gly_c	45
b2987	leu__L_c	63
b2987	met__L_c	24
b2987	thr__L_c	32
b2987	ala__L_c	55
b0112	lys__L_c	15
b0112	ser__L_c	24
b0112	pro__L_c	17
b0112	gln__L_c	15
b0112	glu__L_c	16
b0112	asn__L_c	18
b0112	his__L_c	7
b0112	val__L_c	46
b0112	ile__L_c	38
b0112	cys__L_c	4
b0112	tyr__L_c	15
b0112	phe__L_c	29
b0112	asp__L_c	5
b0112	arg__L_c	10
b0112	trp__L_c	12
b0112	gly_c	42
b0112	leu__L_c	54
b0112	met__L_c	20
b0112	thr__L_c	18
b0112	ala__L_c	52
b3520	lys__L_c	11
b3520	ser__L_c	14
b3520	pro__L_c	6
b3520	gln__L_c	13
b3520	glu__L_c	13
b3520	asn__L_c	7
b3520	his__L_c	3
b3520	val__L_c	14
b3520	ile__L_c	14
b3520	cys__L_c	2
b3520	tyr__L_c	3
b3520	phe__L_c	7
b3520	asp__L_c	10
b3520	arg__L_c	11
b3520	trp__L_c	4
b3520	gly_c	10
b3520	leu__L_c	21
b3520	met__L_c	10
b3520	thr__L_c	11
b3520	ala__L_c	16
b0443	lys__L_c	6
b0443	ser__L_c	6
b0443	pro__L_c	2
b0443	gln__L_c	11
b0443	glu__L_c	10
b0443	asn__L_c	8
b0443	his__L_c	3
b0443	val__L_c	12
b0443	ile__L_c	9
b0443	cys__L_c	1
b0443	tyr__L_c	4
b0443	phe__L_c	4
b0443	asp__L_c	6
b0443	arg__L_c	6
b0443	trp__L_c	2
b0443	gly_c	6
b0443	leu__L_c	17
b0443	met__L_c	3
b0443	thr__L_c	7
b0443	ala__L_c	9
b1488	lys__L_c	4
b1488	ser__L_c	14
b1488	pro__L_c	10
b1488	gln__L_c	13
b1488	glu__L_c	8
b1488	asn__L_c	5
b1488	his__L_c	8
b1488	val__L_c	10
b1488	ile__L_c	13
b1488	cys__L_c	4
b1488	tyr__L_c	7
b1488	phe__L_c	6
b1488	asp__L_c	13
b1488	arg__L_c	7
b1488	trp__L_c	3
b1488	gly_c	12
b1488	leu__L_c	20
b1488	met__L_c	5
b1488	thr__L_c	9
b1488	ala__L_c	22
b4094	lys__L_c	4
b4094	ser__L_c	13
b4094	pro__L_c	5
b4094	gln__L_c	11
b4094	glu__L_c	11
b4094	asn__L_c	9
b4094	his__L_c	9
b4094	val__L_c	8
b4094	ile__L_c	7
b4094	cys__L_c	3
b4094	tyr__L_c	5
b4094	phe__L_c	3
b4094	asp__L_c	7
b4094	arg__L_c	16
b4094	trp__L_c	3
b4094	gly_c	13
b4094	leu__L_c	29
b4094	met__L_c	3
b4094	thr__L_c	7
b4094	ala__L_c	19
b2236	lys__L_c	1
b2236	ser__L_c	3
b2236	pro__L_c	4
b2236	gln__L_c	5
b2236	glu__L_c	8
b2236	asn__L_c	1
b2236	his__L_c	2
b2236	val__L_c	5
b2236	ile__L_c	6
b2236	cys__L_c	7
b2236	tyr__L_c	2
b2236	phe__L_c	1
b2236	asp__L_c	3
b2236	arg__L_c	6
b2236	trp__L_c	1
b2236	gly_c	6
b2236	leu__L_c	9
b2236	met__L_c	2
b2236	thr__L_c	4
b2236	ala__L_c	8
b4170	lys__L_c	22
b4170	ser__L_c	29
b4170	pro__L_c	46
b4170	gln__L_c	45
b4170	glu__L_c	43
b4170	asn__L_c	20
b4170	his__L_c	17
b4170	val__L_c	38
b4170	ile__L_c	38
b4170	cys__L_c	7
b4170	tyr__L_c	11
b4170	phe__L_c	13
b4170	asp__L_c	28
b4170	arg__L_c	43
b4170	trp__L_c	7
b4170	gly_c	32
b4170	leu__L_c	70
b4170	met__L_c	7
b4170	thr__L_c	24
b4170	ala__L_c	75
b4612	lys__L_c	2
b4612	ser__L_c	4
b4612	pro__L_c	1
b4612	gln__L_c	0
b4612	glu__L_c	5
b4612	asn__L_c	3
b4612	his__L_c	3
b4612	val__L_c	2
b4612	ile__L_c	5
b4612	cys__L_c	0
b4612	tyr__L_c	3
b4612	phe__L_c	2
b4612	asp__L_c	4
b4612	arg__L_c	2
b4612	trp__L_c	0
b4612	gly_c	1
b4612	leu__L_c	7
b4612	met__L_c	3
b4612	thr__L_c	2
b4612	ala__L_c	2
b1191	lys__L_c	11
b1191	ser__L_c	37
b1191	pro__L_c	26
b1191	gln__L_c	18
b1191	glu__L_c	25
b1191	asn__L_c	17
b1191	his__L_c	5
b1191	val__L_c	45
b1191	ile__L_c	48
b1191	cys__L_c	3
b1191	tyr__L_c	10
b1191	phe__L_c	33
b1191	asp__L_c	23
b1191	arg__L_c	27
b1191	trp__L_c	9
b1191	gly_c	58
b1191	leu__L_c	92
b1191	met__L_c	16
b1191	thr__L_c	19
b1191	ala__L_c	56
b3591	lys__L_c	13
b3591	ser__L_c	27
b3591	pro__L_c	20
b3591	gln__L_c	22
b3591	glu__L_c	32
b3591	asn__L_c	11
b3591	his__L_c	11
b3591	val__L_c	33
b3591	ile__L_c	18
b3591	cys__L_c	6
b3591	tyr__L_c	9
b3591	phe__L_c	7
b3591	asp__L_c	23
b3591	arg__L_c	36
b3591	trp__L_c	4
b3591	gly_c	31
b3591	leu__L_c	68
b3591	met__L_c	11
b3591	thr__L_c	27
b3591	ala__L_c	54
b2313	lys__L_c	3
b2313	ser__L_c	17
b2313	pro__L_c	2
b2313	gln__L_c	4
b2313	glu__L_c	5
b2313	asn__L_c	2
b2313	his__L_c	1
b2313	val__L_c	18
b2313	ile__L_c	16
b2313	cys__L_c	3
b2313	tyr__L_c	5
b2313	phe__L_c	17
b2313	asp__L_c	6
b2313	arg__L_c	7
b2313	trp__L_c	4
b2313	gly_c	12
b2313	leu__L_c	18
b2313	met__L_c	1
b2313	thr__L_c	7
b2313	ala__L_c	14
b1118	lys__L_c	15
b1118	ser__L_c	29
b1118	pro__L_c	15
b1118	gln__L_c	20
b1118	glu__L_c	13
b1118	asn__L_c	15
b1118	his__L_c	7
b1118	val__L_c	40
b1118	ile__L_c	38
b1118	cys__L_c	2
b1118	tyr__L_c	12
b1118	phe__L_c	14
b1118	asp__L_c	18
b1118	arg__L_c	20
b1118	trp__L_c	9
b1118	gly_c	36
b1118	leu__L_c	49
b1118	met__L_c	14
b1118	thr__L_c	10
b1118	ala__L_c	38
b2502	lys__L_c	21
b2502	ser__L_c	26
b2502	pro__L_c	22
b2502	gln__L_c	29
b2502	glu__L_c	42
b2502	asn__L_c	18
b2502	his__L_c	17
b2502	val__L_c	29
b2502	ile__L_c	29
b2502	cys__L_c	4
b2502	tyr__L_c	8
b2502	phe__L_c	21
b2502	asp__L_c	20
b2502	arg__L_c	38
b2502	trp__L_c	8
b2502	gly_c	35
b2502	leu__L_c	64
b2502	met__L_c	17
b2502	thr__L_c	24
b2502	ala__L_c	41
b4510	lys__L_c	4
b4510	ser__L_c	5
b4510	pro__L_c	10
b4510	gln__L_c	4
b4510	glu__L_c	1
b4510	asn__L_c	1
b4510	his__L_c	0
b4510	val__L_c	6
b4510	ile__L_c	3
b4510	cys__L_c	3
b4510	tyr__L_c	0
b4510	phe__L_c	0
b4510	asp__L_c	1
b4510	arg__L_c	3
b4510	trp__L_c	2
b4510	gly_c	3
b4510	leu__L_c	5
b4510	met__L_c	6
b4510	thr__L_c	2
b4510	ala__L_c	1
b2321	lys__L_c	12
b2321	ser__L_c	25
b2321	pro__L_c	26
b2321	gln__L_c	38
b2321	glu__L_c	14
b2321	asn__L_c	13
b2321	his__L_c	7
b2321	val__L_c	11
b2321	ile__L_c	15
b2321	cys__L_c	0
b2321	tyr__L_c	5
b2321	phe__L_c	4
b2321	asp__L_c	10
b2321	arg__L_c	17
b2321	trp__L_c	5
b2321	gly_c	18
b2321	leu__L_c	54
b2321	met__L_c	10
b2321	thr__L_c	19
b2321	ala__L_c	28
b2108	lys__L_c	17
b2108	ser__L_c	41
b2108	pro__L_c	10
b2108	gln__L_c	13
b2108	glu__L_c	8
b2108	asn__L_c	32
b2108	his__L_c	3
b2108	val__L_c	25
b2108	ile__L_c	21
b2108	cys__L_c	6
b2108	tyr__L_c	14
b2108	phe__L_c	8
b2108	asp__L_c	14
b2108	arg__L_c	5
b2108	trp__L_c	2
